Gene stable ID,Gene name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene type,Gene name 115
ENSGALG00010021432,SYT9,5,6849758,6910160,protein_coding,SYT9
ENSGALG00010021433,,12,11536005,11539018,protein_coding,
ENSGALG00010021434,ANKZF1,7,21839762,21847070,protein_coding,ANKZF1
ENSGALG00010021435,GCN1,15,9444510,9485136,protein_coding,GCN1
ENSGALG00010021436,TRHR3,20,5873265,5880736,protein_coding,TRHR3
ENSGALG00010021437,,3,23469614,23477675,lncRNA,
ENSGALG00010021438,GOT2,11,1495739,1506319,protein_coding,GOT2
ENSGALG00010021439,ITPRIP,6,25033093,25106597,protein_coding,ITPRIP
ENSGALG00010021440,CCR10,27,4998911,5000247,protein_coding,CCR10
ENSGALG00010021441,,5,498572,505831,protein_coding,ALDH3B2
ENSGALG00010021442,,3,23922785,23996945,lncRNA,
ENSGALG00010021443,SNUPN,10,2716709,2725246,protein_coding,SNUPN
ENSGALG00010021444,ATG9A,7,21847198,21855431,protein_coding,ATG9A
ENSGALG00010021445,,3,24051396,24054081,lncRNA,
ENSGALG00010021446,HOXB8,27,3402859,3404508,protein_coding,HOXB8
ENSGALG00010021447,OCSTAMP,20,5885687,5893095,protein_coding,OCSTAMP
ENSGALG00010021448,SZT2,8,19405894,19460268,protein_coding,SZT2
ENSGALG00010021449,,3,24081727,24128419,lncRNA,
ENSGALG00010021450,OLFML1,5,6971122,6979834,protein_coding,OLFML1
ENSGALG00010021451,,3,24089425,24121324,lncRNA,
ENSGALG00010021452,SLC25A1,15,48025,55367,protein_coding,SLC25A1
ENSGALG00010021453,,3,24194075,24356411,lncRNA,
ENSGALG00010021454,ATP5J2,14,4403372,4406857,protein_coding,ATP5J2
ENSGALG00010021455,CFAP58,6,25074368,25129840,protein_coding,CFAP58
ENSGALG00010021456,,1,75868960,75871387,protein_coding,
ENSGALG00010021457,USB1,11,434468,439213,protein_coding,USB1
ENSGALG00010021458,USP30,15,6651800,6662942,protein_coding,USP30
ENSGALG00010021459,ARHGEF16,21,1020082,1028911,protein_coding,ARHGEF16
ENSGALG00010021460,,3,24039533,24162119,lncRNA,
ENSGALG00010021461,SNX33,10,2725725,2729180,protein_coding,SNX33
ENSGALG00010021462,SETD5,12,11540401,11600844,protein_coding,SETD5
ENSGALG00010021463,,3,24419914,24430775,lncRNA,
ENSGALG00010021464,,11,1497045,1498647,protein_coding,
ENSGALG00010021465,ABCB6,7,21855919,21861415,protein_coding,ABCB6
ENSGALG00010021466,HES4,21,2796779,2799059,protein_coding,HES4
ENSGALG00010021467,LHFPL4,12,11602049,11608689,protein_coding,LHFPL4
ENSGALG00010021468,,3,24223612,24323598,lncRNA,
ENSGALG00010021469,CSPG4,10,2732007,2750541,protein_coding,CSPG4
ENSGALG00010021470,,11,450648,460850,protein_coding,
ENSGALG00010021471,NANOG,1,75876516,75881386,protein_coding,NANOG
ENSGALG00010021472,,3,25034602,25098201,lncRNA,
ENSGALG00010021473,SLC8A3,5,27052979,27231935,protein_coding,SLC8A3
ENSGALG00010021474,PPFIBP2,5,6984514,7077450,protein_coding,PPFIBP2
ENSGALG00010021475,,3,25039139,25095936,lncRNA,
ENSGALG00010021476,ALKBH2,15,6663100,6665585,protein_coding,ALKBH2
ENSGALG00010021477,ZFAND2B,7,21861544,21863865,protein_coding,ZFAND2B
ENSGALG00010021478,SLC13A3,20,5893903,5928588,protein_coding,SLC13A3
ENSGALG00010021479,SKAP1,27,3528829,3660773,protein_coding,SKAP1
ENSGALG00010021480,,7,21864748,21877524,protein_coding,FAM134A
ENSGALG00010021481,MICU1,6,12063005,12153397,protein_coding,MICU1
ENSGALG00010021482,TRPV6,1,77873795,77904604,protein_coding,TRPV6
ENSGALG00010021483,UNG,15,6665658,6670038,protein_coding,UNG
ENSGALG00010021484,5-Mar,6,21616520,21639497,protein_coding,MARCHF5
ENSGALG00010021485,SMOC1,5,27232083,27390936,protein_coding,SMOC1
ENSGALG00010021486,,3,25482581,25517150,lncRNA,
ENSGALG00010021487,KLHL17,21,2861045,2877156,protein_coding,KLHL17
ENSGALG00010021488,HYI,8,19460722,19463114,protein_coding,HYI
ENSGALG00010021489,CNPPD1,7,21877558,21883574,protein_coding,CNPPD1
ENSGALG00010021490,ACACB,15,6670276,6690660,protein_coding,ACACB
ENSGALG00010021491,SLC10A1,5,27386224,27388828,protein_coding,SLC10A1
ENSGALG00010021492,PARP6,10,1626792,1634659,protein_coding,PARP6
ENSGALG00010021493,UNC93B1,5,514241,518317,protein_coding,UNC93B1
ENSGALG00010021494,SLC2A10,20,5931192,5934898,protein_coding,SLC2A10
ENSGALG00010021495,,3,25603617,25649408,lncRNA,
ENSGALG00010021496,MTMR14,12,11609359,11639284,protein_coding,MTMR14
ENSGALG00010021497,PDC,8,10220870,10240121,protein_coding,PDC
ENSGALG00010021498,B3GALT6,21,2519994,2525523,protein_coding,B3GALT6
ENSGALG00010021499,,3,25606147,25715645,lncRNA,
ENSGALG00010021500,FOXN4,15,6691693,6708046,protein_coding,FOXN4
ENSGALG00010021501,SLC23A3,7,21884398,21888841,protein_coding,SLC23A3
ENSGALG00010021502,DNAJB12,6,12153567,12169013,protein_coding,DNAJB12
ENSGALG00010021503,KCNS1,20,5518442,5527252,protein_coding,KCNS1
ENSGALG00010021504,ODR4,8,10240924,10262322,protein_coding,ODR4
ENSGALG00010021505,IHH,7,21924895,21933614,protein_coding,IHH
ENSGALG00010021506,MAX,5,518250,521844,protein_coding,MAX
ENSGALG00010021507,,3,25911825,25916108,lncRNA,
ENSGALG00010021508,,3,26198392,26232850,lncRNA,
ENSGALG00010021509,DDIT4,6,12170821,12172140,protein_coding,DDIT4
ENSGALG00010021510,NTSR1,20,8570432,8616405,protein_coding,NTSR1
ENSGALG00010021511,,3,26543254,26573841,lncRNA,
ENSGALG00010021512,CPNE9,12,11639687,11645222,protein_coding,CPNE9
ENSGALG00010021513,SDF4,21,2521483,2538709,protein_coding,SDF4
ENSGALG00010021514,TPR,8,10262027,10303890,protein_coding,TPR
ENSGALG00010021515,FGF23,1,73530247,73534786,protein_coding,FGF23
ENSGALG00010021516,SRSF5,5,27392314,27396920,protein_coding,SRSF5
ENSGALG00010021517,,3,26579998,26609615,lncRNA,
ENSGALG00010021518,CPEB3,6,21647027,21725624,protein_coding,CPEB3
ENSGALG00010021519,FNTB,5,521766,525507,protein_coding,FNTB
ENSGALG00010021520,,3,26811809,26817860,lncRNA,
ENSGALG00010021521,TNFRSF4,21,2538652,2547414,protein_coding,TNFRSF4
ENSGALG00010021522,,3,26838628,26846449,lncRNA,
ENSGALG00010021523,CELF6,10,1635776,1646053,protein_coding,CELF6
ENSGALG00010021524,,3,26840472,26885259,lncRNA,
ENSGALG00010021525,,8,10303852,10324426,protein_coding,PRG4
ENSGALG00010021526,KCNJ12,14,4422294,4485051,protein_coding,KCNJ12
ENSGALG00010021527,,3,26870605,26872894,lncRNA,
ENSGALG00010021528,BRPF1,12,11645486,11656691,protein_coding,BRPF1
ENSGALG00010021529,BTAF1,6,21745523,21788006,protein_coding,BTAF1
ENSGALG00010021530,MLF2,1,77113956,77122963,protein_coding,MLF2
ENSGALG00010021531,RAB15,5,526115,528958,protein_coding,RAB15
ENSGALG00010021532,DPP10,7,28806076,29153305,protein_coding,DPP10
ENSGALG00010021533,SSX2IP,8,16180022,16199897,protein_coding,SSX2IP
ENSGALG00010021534,KIFC3,11,464166,476110,protein_coding,KIFC2
ENSGALG00010021535,SUSD6,5,27402503,27476020,protein_coding,SUSD6
ENSGALG00010021536,,3,27530304,27763425,lncRNA,
ENSGALG00010021537,GPX2,5,530037,530890,protein_coding,GPX2
ENSGALG00010021538,TNFRSF18,21,2553443,2559828,protein_coding,TNFRSF18
ENSGALG00010021539,HEXA,10,1647386,1656633,protein_coding,HEXA
ENSGALG00010021540,STK4,20,5527135,5567944,protein_coding,STK4
ENSGALG00010021541,CYP27A1,7,22040595,22044887,protein_coding,CYP27A1
ENSGALG00010021542,,3,27778266,27857743,lncRNA,
ENSGALG00010021543,PLEKHD1,5,27497459,27516728,protein_coding,PLEKHD1
ENSGALG00010021544,,3,27844480,27854228,lncRNA,
ENSGALG00010021545,CYB5R2,5,7067753,7087586,protein_coding,CYB5R2
ENSGALG00010021546,OGG1,12,11656778,11659366,protein_coding,OGG1
ENSGALG00010021547,,3,28084124,28168595,lncRNA,
ENSGALG00010021548,,3,28201137,28212451,lncRNA,
ENSGALG00010021549,ANAPC16,6,12174693,12182540,protein_coding,ANAPC16
ENSGALG00010021550,MAP2K3,14,4500020,4521707,protein_coding,MAP2K3
ENSGALG00010021551,,3,28822327,28879246,lncRNA,
ENSGALG00010021552,,21,3820114,3828812,protein_coding,
ENSGALG00010021553,SLC39A9,5,27516364,27542078,protein_coding,SLC39A9
ENSGALG00010021554,SNX11,27,3662538,3669731,protein_coding,SNX11
ENSGALG00010021555,,3,28853041,28859464,lncRNA,
ENSGALG00010021556,CAMK1,12,11658694,11662032,protein_coding,CAMK1
ENSGALG00010021557,,3,28915499,28970323,lncRNA,
ENSGALG00010021558,CHURC1,5,531300,533511,protein_coding,CHURC1
ENSGALG00010021559,MYO1H,15,6708849,6749141,protein_coding,MYO1H
ENSGALG00010021560,,3,28916192,28974960,lncRNA,
ENSGALG00010021561,TGIF2,20,786384,793691,protein_coding,TGIF2
ENSGALG00010021562,LRP6,1,71739917,71864349,protein_coding,LRP6
ENSGALG00010021563,,3,28946523,28948399,lncRNA,
ENSGALG00010021564,PRKAG3,7,22045349,22049491,protein_coding,PRKAG3
ENSGALG00010021565,CBX1,27,3668689,3677445,protein_coding,CBX1
ENSGALG00010021566,,6,21796588,21817382,protein_coding,DUSP11RC1I
ENSGALG00010021567,,3,29757887,29781201,lncRNA,
ENSGALG00010021568,TADA3,12,11662287,11664963,protein_coding,TADA3
ENSGALG00010021569,,3,30090944,30121934,lncRNA,
ENSGALG00010021570,KATNB1,11,474768,493866,protein_coding,KATNB1
ENSGALG00010021571,,3,30132198,30211575,lncRNA,
ENSGALG00010021572,MYL9,20,795086,801859,protein_coding,MYL9
ENSGALG00010021573,NATD1,14,4523318,4529559,protein_coding,NATD1
ENSGALG00010021574,TTLL4,7,22050766,22073735,protein_coding,TTLL4
ENSGALG00010021575,ADGRL2,8,17121885,17278929,protein_coding,ADGRL2
ENSGALG00010021576,ERH,5,27538112,27545237,protein_coding,ERH
ENSGALG00010021577,ARIH1,10,1664334,1713625,protein_coding,ARIH1
ENSGALG00010021578,,21,2561446,2569603,protein_coding,ARHGEF7L
ENSGALG00010021579,C20H20ORF24,20,804097,808460,protein_coding,C20H20ORF24
ENSGALG00010021580,KCTD10,15,6749990,6760917,protein_coding,KCTD10
ENSGALG00010021581,,3,30143354,30169180,lncRNA,
ENSGALG00010021582,STK36,7,22073685,22085587,protein_coding,STK36
ENSGALG00010021583,NFE2L1,27,3679492,3691095,protein_coding,NFE2L1
ENSGALG00010021584,OVCH2,5,7089522,7106727,protein_coding,OVCH1
ENSGALG00010021585,,3,30194268,30288827,lncRNA,
ENSGALG00010021586,BBS4,10,1714097,1748824,protein_coding,BBS4
ENSGALG00010021587,,3,30264372,30307313,lncRNA,
ENSGALG00010021588,RNF25,7,22085601,22090982,protein_coding,RNF25
ENSGALG00010021589,gga-mir-4732,3,30034349,30034458,miRNA,gga-mir-4732
ENSGALG00010021590,gga-mir-1598,3,22550768,22550842,miRNA,gga-mir-1598
ENSGALG00010021591,gga-mir-6640,3,21886594,21886703,miRNA,gga-mir-6640
ENSGALG00010021592,gga-mir-1649,3,21544772,21544869,miRNA,gga-mir-1649
ENSGALG00010021593,DCAF7,27,2353401,2369364,protein_coding,DCAF7
ENSGALG00010021594,ADPGK,10,1749310,1762610,protein_coding,ADPGK
ENSGALG00010021595,UBE3B,15,6761204,6779607,protein_coding,UBE3B
ENSGALG00010021596,gga-mir-12259,3,29953398,29953466,miRNA,gga-mir-12259
ENSGALG00010021597,GGT7,20,809742,826965,protein_coding,GGT7
ENSGALG00010021598,gga-mir-6580,3,27001101,27001205,miRNA,gga-mir-6580
ENSGALG00010021599,ARPC4,12,11663563,11667204,protein_coding,ARPC4
ENSGALG00010021600,FMN1,5,29858106,30037141,protein_coding,FMN1
ENSGALG00010021601,LPAR5,1,76974268,76989841,protein_coding,LPAR5
ENSGALG00010021602,,11,1266992,1348434,protein_coding,PLEKHG4
ENSGALG00010021603,,12,11667430,11668945,protein_coding,
ENSGALG00010021604,SPTB,5,533967,559073,protein_coding,SPTB
ENSGALG00010021605,MAP3K3,27,2374395,2412624,protein_coding,MAP3K3
ENSGALG00010021606,RNF8,3,29875040,29888091,protein_coding,RNF8
ENSGALG00010021607,SLC9A5,11,1354459,1365251,protein_coding,SLC9A5
ENSGALG00010021608,,1,76986194,76989841,protein_coding,
ENSGALG00010021609,,21,3833772,3971571,protein_coding,CASZ1
ENSGALG00010021610,TMEM11,14,4531979,4540477,protein_coding,TMEM11
ENSGALG00010021611,GREM1,5,30056394,30069280,protein_coding,GREM1
ENSGALG00010021612,BCS1L,7,22089391,22097058,protein_coding,BCS1L
ENSGALG00010021613,ADGRL4,8,18217480,18292906,protein_coding,ADGRL4
ENSGALG00010021614,ACRBP,1,76989981,77008309,protein_coding,ACRBP
ENSGALG00010021615,FLVCR1,3,21461468,21472939,protein_coding,TATDN3
ENSGALG00010021616,,12,11669328,11671944,protein_coding,
ENSGALG00010021617,SORBS1,6,17047483,17210949,protein_coding,SORBS1
ENSGALG00010021618,NEO1,10,1847042,2040397,protein_coding,NEO1
ENSGALG00010021619,FHOD1,11,1365771,1380933,protein_coding,FHOD1
ENSGALG00010021620,TTLL10,21,2569978,2589440,protein_coding,TTLL10
ENSGALG00010021621,ZNF518A,6,21816806,21927539,protein_coding,ZNF518A
ENSGALG00010021622,PTHLH,1,72858164,72871051,protein_coding,PTHLH
ENSGALG00010021623,FAR1,5,7124166,7207889,protein_coding,FAR1
ENSGALG00010021624,HSD11B2,11,1384694,1393956,protein_coding,HSD11B2
ENSGALG00010021625,HCN4,10,2053586,2151046,protein_coding,HCN4
ENSGALG00010021626,ZNF142,7,22096753,22107175,protein_coding,ZNF142
ENSGALG00010021627,NCOA6,20,831234,877247,protein_coding,NCOA6
ENSGALG00010021628,REC114,10,2197853,2215992,protein_coding,REC114
ENSGALG00010021629,DHRS7B,14,4542480,4553507,protein_coding,DHRS7B
ENSGALG00010021630,VTG1,8,18297743,18369074,protein_coding,VTG1
ENSGALG00010021631,,20,5414983,5415534,pseudogene,
ENSGALG00010021632,LIMD2,27,2419784,2430207,protein_coding,LIMD2
ENSGALG00010021633,CCNJ,6,21831447,21841252,protein_coding,CCNJ
ENSGALG00010021634,PLCD4,7,22105829,22114165,protein_coding,PLCD4
ENSGALG00010021635,FOXJ3,1,75759649,75797528,protein_coding,FOXJ3
ENSGALG00010021636,C21H1orf159,21,2640199,2655345,protein_coding,C1orf159
ENSGALG00010021637,ATP6V0D1,11,1393668,1418366,protein_coding,ATP6V0D1
ENSGALG00010021638,SRC,20,5415448,5426615,protein_coding,SRC
ENSGALG00010021639,SCG5,5,30081676,30109816,protein_coding,SCG5
ENSGALG00010021640,PLEKHG3,5,553991,561361,protein_coding,PLEKHG3
ENSGALG00010021641,Agrp,11,1419266,1421744,protein_coding,AGRP
ENSGALG00010021642,NPTN,10,2214818,2295721,protein_coding,NPTN
ENSGALG00010021643,,20,5567344,5571462,protein_coding,TOMM34
ENSGALG00010021644,TARDBP,21,4061897,4067351,protein_coding,TARDBP
ENSGALG00010021645,ASCC1,6,12180195,12209442,protein_coding,ASCC1
ENSGALG00010021646,RPUSD3,12,11671076,11673982,protein_coding,RPUSD3
ENSGALG00010021647,ARHGAP11B,5,30111234,30140529,protein_coding,ARHGAP11B
ENSGALG00010021648,BRE,3,27103707,27265027,protein_coding,BRE
ENSGALG00010021649,PXN,15,9399967,9441324,protein_coding,PXN
ENSGALG00010021650,CD276,10,2276647,2285195,protein_coding,CD276
ENSGALG00010021651,RNF113B,27,2430003,2438819,protein_coding,RNF113B
ENSGALG00010021652,BORCS5,1,71888800,71950870,protein_coding,BORCS5
ENSGALG00010021653,PTH,5,7200718,7204798,protein_coding,PTH
ENSGALG00010021654,,10,2289047,2292168,protein_coding,ZP3L2
ENSGALG00010021655,USP22,14,4566939,4655535,protein_coding,USP22
ENSGALG00010021656,SETD6,11,1423534,1433898,protein_coding,SETD6
ENSGALG00010021657,JAGN1,12,11672832,11673997,protein_coding,JAGN1
ENSGALG00010021658,STRADA,27,2437142,2448634,protein_coding,STRADA
ENSGALG00010021659,SPOCK2,6,12210031,12213410,protein_coding,SPOCK2
ENSGALG00010021660,RNF223,21,2655301,2686333,protein_coding,RNF223
ENSGALG00010021661,DUSP16,1,71954564,72024309,protein_coding,DUSP16
ENSGALG00010021662,RASGRP1,5,30157117,30197578,protein_coding,RASGRP1
ENSGALG00010021663,CNOT9,7,22114958,22126607,protein_coding,CNOT9
ENSGALG00010021664,TYSND1,6,12213180,12216300,protein_coding,TYSND1
ENSGALG00010021665,CNOT1,11,1433769,1487261,protein_coding,CNOT1
ENSGALG00010021666,CCDC47,27,2449009,2458839,protein_coding,CCDC47
ENSGALG00010021667,TBX15,1,78763708,78855362,protein_coding,TBX15
ENSGALG00010021668,PYGO1,10,7950614,7958594,protein_coding,PYGO1
ENSGALG00010021669,,6,12216653,12220815,protein_coding,SAR1A
ENSGALG00010021670,BLCAP,20,5428746,5436891,protein_coding,BLCAP
ENSGALG00010021671,TNFRSF13B,14,4659204,4664017,protein_coding,TNFRSF13B
ENSGALG00010021672,DNTT,6,21884068,22088646,protein_coding,DNTT
ENSGALG00010021673,GLP1R,3,29005048,29061195,protein_coding,GLP1R
ENSGALG00010021674,ING4,1,77017983,77021528,protein_coding,ING4
ENSGALG00010021675,DDX42,27,2459052,2475491,protein_coding,DDX42
ENSGALG00010021676,TP53INP2,20,880681,885998,protein_coding,TP53INP2
ENSGALG00010021677,,5,30198555,30210133,protein_coding,FAM98B
ENSGALG00010021678,DNAAF4,10,7967276,7975629,protein_coding,DNAAF4
ENSGALG00010021679,MASP2,21,4069734,4085327,protein_coding,MASP2
ENSGALG00010021680,PIGT,20,5437573,5443513,protein_coding,PIGT
ENSGALG00010021681,BTBD10,5,7208100,7234259,protein_coding,BTBD10
ENSGALG00010021682,MYL4,27,2484604,2489842,protein_coding,MYL4
ENSGALG00010021683,HFM1,8,14248851,14305076,protein_coding,HFM1
ENSGALG00010021684,BIN1,7,23307317,23393988,protein_coding,BIN1
ENSGALG00010021685,DBNDD2,20,5444715,5447712,protein_coding,DBNDD2
ENSGALG00010021686,CCPG1,10,7977406,7997994,protein_coding,CCPG1
ENSGALG00010021687,ZNF384,1,77038870,77064539,protein_coding,ZNF384
ENSGALG00010021688,ITPR1,12,18584357,18735097,protein_coding,ITPR1
ENSGALG00010021689,MPRIP,14,4666714,4728279,protein_coding,MPRIP
ENSGALG00010021690,,27,2476714,2482143,protein_coding,
ENSGALG00010021691,PIGB,10,7996487,8004901,protein_coding,PIGB
ENSGALG00010021692,DRC7,11,495467,508021,protein_coding,DRC7
ENSGALG00010021693,PPA1,6,12221028,12229311,protein_coding,PPA1
ENSGALG00010021694,,20,5455926,5459798,protein_coding,TP53TG5
ENSGALG00010021695,FNBP4,5,582641,592255,protein_coding,FNBP4
ENSGALG00010021696,FBXO47,27,4060696,4069233,protein_coding,FBXO47
ENSGALG00010021697,PIANP,1,77084084,77094659,protein_coding,PIANP
ENSGALG00010021698,GYPC,7,23644852,23676116,protein_coding,GYPC
ENSGALG00010021699,SYS1,20,5462913,5465173,protein_coding,SYS1
ENSGALG00010021700,FLCN,14,4734469,4745992,protein_coding,FLCN
ENSGALG00010021701,DR1,8,13663844,13676417,protein_coding,DR1
ENSGALG00010021702,PLD6,14,4732808,4734134,protein_coding,PLD6
ENSGALG00010021703,CD82,5,21509240,21543221,protein_coding,CD82
ENSGALG00010021704,COPS7A,1,77100307,77103568,protein_coding,COPS7A
ENSGALG00010021705,CCDC18,8,13688911,13714460,protein_coding,CCDC18
ENSGALG00010021706,,21,2671575,2699709,protein_coding,
ENSGALG00010021707,DLX2,7,17456484,17458411,protein_coding,DLX2
ENSGALG00010021708,CNTNAP5,7,24033391,24296513,protein_coding,CNTNAP5
ENSGALG00010021709,DLX1,7,17462636,17464369,protein_coding,DLX1
ENSGALG00010021710,,1,77821770,77846997,protein_coding,KEL
ENSGALG00010021711,,6,17187178,17194785,protein_coding,
ENSGALG00010021712,,1,77849519,77850109,protein_coding,
ENSGALG00010021713,RAB27A,10,8004926,8037566,protein_coding,RAB27A
ENSGALG00010021714,TSPAN18,5,21610211,21709855,protein_coding,TSPAN18
ENSGALG00010021715,MMAB,15,6784125,6788411,protein_coding,MMAB
ENSGALG00010021716,TFCP2L1,7,25651326,25685498,protein_coding,TFCP2L1
ENSGALG00010021717,SDC4,20,5469516,5486668,protein_coding,SDC4
ENSGALG00010021718,SST7,21,4096190,4106210,protein_coding,SST7
ENSGALG00010021719,BHLHE40,12,18769216,18773614,protein_coding,BHLHE40
ENSGALG00010021720,CACNB1,27,4092745,4103541,protein_coding,CACNB1
ENSGALG00010021721,TP53I11,5,21713649,21733073,protein_coding,TP53I11
ENSGALG00010021722,AARS1,11,1194568,1207056,protein_coding,AARS1
ENSGALG00010021723,COPS3,14,4747516,4760984,protein_coding,COPS3
ENSGALG00010021724,NPFFR1,6,12230013,12233546,protein_coding,NPFFR1
ENSGALG00010021725,SH2D6,6,21885597,21981897,protein_coding,SH2D6
ENSGALG00010021726,ARNTL,5,7233334,7278525,protein_coding,ARNTL
ENSGALG00010021727,MVK,15,6788190,6801772,protein_coding,MVK
ENSGALG00010021728,TMED5,8,13714203,13731899,protein_coding,TMED5
ENSGALG00010021729,RBPJL,20,5490403,5503706,protein_coding,RBPJL
ENSGALG00010021730,ARL8B,12,18787191,18803302,protein_coding,ARL8B
ENSGALG00010021731,SRM,21,4107690,4112963,protein_coding,SRM
ENSGALG00010021732,CASR,1,76670352,76713316,protein_coding,CASR
ENSGALG00010021733,,27,4089968,4093062,protein_coding,
ENSGALG00010021734,PARD3B,7,12382284,12747252,protein_coding,PARD3B
ENSGALG00010021735,PIGBOS1,10,8004926,8005453,protein_coding,PIGBOS1
ENSGALG00010021736,EDEM1,12,18804538,18817375,protein_coding,EDEM1
ENSGALG00010021737,AGBL2,5,592355,596046,protein_coding,AGBL2
ENSGALG00010021738,PRDM11,5,21802425,21842817,protein_coding,PRDM11
ENSGALG00010021739,EXOSC10,21,4114538,4128646,protein_coding,EXOSC10
ENSGALG00010021740,PDLIM1,6,17212547,17251194,protein_coding,PDLIM1
ENSGALG00010021741,RPL19,27,4104706,4107348,protein_coding,RPL19
ENSGALG00010021742,MATN4,20,5497736,5511548,protein_coding,MATN4
ENSGALG00010021743,SYT13,5,21850911,21868948,protein_coding,SYT13
ENSGALG00010021744,LITAF,14,936658,959869,protein_coding,LITAF
ENSGALG00010021745,RSL24D1,10,8038484,8047806,protein_coding,RSL24D1
ENSGALG00010021746,MTOR,21,4128910,4191010,protein_coding,MTOR
ENSGALG00010021747,AKTIP,11,4619753,4632606,protein_coding,AKTIP
ENSGALG00010021748,CDCA7,7,16955585,16963706,protein_coding,CDCA7
ENSGALG00010021749,CLASP1,7,25701600,25843880,protein_coding,CLASP1
ENSGALG00010021750,HELLS,6,17253028,17274163,protein_coding,HELLS
ENSGALG00010021751,MTCH2,5,596254,598989,protein_coding,MTCH2
ENSGALG00010021752,CSTB,1,76714904,76723500,protein_coding,CSTB
ENSGALG00010021753,MTF2,8,13724937,13751838,protein_coding,MTF2
ENSGALG00010021754,SLC17A9,20,8784450,8799509,protein_coding,SLC17A9
ENSGALG00010021755,MAP3K20,7,16968549,17053806,protein_coding,MAP3K20
