Gene_stable_ID,Version (gene),Gene_name,Human_gene_stable_ID,Human_gene_name
ENSGALG00010021407,1,SIN3A,ENSG00000169375,SIN3A
ENSGALG00010021408,1,TTC9,ENSG00000133985,TTC9
ENSGALG00010021409,1,MEGF6,ENSG00000162591,MEGF6
ENSGALG00010021410,1,,,
ENSGALG00010021411,1,MCU,ENSG00000156026,MCU
ENSGALG00010021412,1,ZNF319,ENSG00000166188,ZNF319
ENSGALG00010021413,1,SYNJ2BP,ENSG00000213463,SYNJ2BP
ENSGALG00010021414,1,BUD31,ENSG00000106245,BUD31
ENSGALG00010021415,1,SIRT4,ENSG00000089163,SIRT4
ENSGALG00010021416,1,PLEKHH3,ENSG00000068137,PLEKHH3
ENSGALG00010021417,1,STK16,ENSG00000115661,STK16
ENSGALG00010021418,1,,,
ENSGALG00010021419,1,MANSC1,ENSG00000111261,MANSC1
ENSGALG00010021420,1,PLXNB3,ENSG00000164050,PLXNB1
ENSGALG00010021421,1,GLB1L,ENSG00000163521,GLB1L
ENSGALG00010021422,1,,,
ENSGALG00010021423,1,,,
ENSGALG00010021424,1,PTCD1,ENSG00000106246,PTCD1
ENSGALG00010021425,1,PTPN9,ENSG00000169410,PTPN9
ENSGALG00010021426,1,SLC38A7,ENSG00000103042,SLC38A7
ENSGALG00010021427,1,RPLP0,ENSG00000089157,RPLP0
ENSGALG00010021428,1,,,
ENSGALG00010021429,1,MED8,ENSG00000159479,MED8
ENSGALG00010021430,1,,,
ENSGALG00010021431,1,CPSF4,ENSG00000160917,CPSF4
ENSGALG00010021432,1,SYT9,ENSG00000170743,SYT9
ENSGALG00010021433,1,,,
ENSGALG00010021434,1,ANKZF1,ENSG00000163516,ANKZF1
ENSGALG00010021435,1,GCN1,ENSG00000089154,GCN1
ENSGALG00010021436,1,TRHR3,,
ENSGALG00010021437,1,,,
ENSGALG00010021438,1,GOT2,ENSG00000125166,GOT2
ENSGALG00010021439,1,ITPRIP,ENSG00000148841,ITPRIP
ENSGALG00010021440,1,CCR10,ENSG00000184451,CCR10
ENSGALG00010021441,1,ALDH3B2,ENSG00000132746,ALDH3B2
ENSGALG00010021442,1,,,
ENSGALG00010021443,1,SNUPN,ENSG00000169371,SNUPN
ENSGALG00010021444,1,ATG9A,ENSG00000198925,ATG9A
ENSGALG00010021445,1,,,
ENSGALG00010021446,1,HOXB8,ENSG00000120068,HOXB8
ENSGALG00010021447,1,OCSTAMP,ENSG00000149635,OCSTAMP
ENSGALG00010021448,1,SZT2,ENSG00000198198,SZT2
ENSGALG00010021449,1,,,
ENSGALG00010021450,1,OLFML1,ENSG00000183801,OLFML1
ENSGALG00010021451,1,,,
ENSGALG00010021452,1,SLC25A1,ENSG00000100075,SLC25A1
ENSGALG00010021453,1,,,
ENSGALG00010021454,1,ATP5J2,ENSG00000241468,ATP5MF
ENSGALG00010021455,1,CFAP58,ENSG00000120051,CFAP58
ENSGALG00010021456,1,,ENSG00000255192,NANOGP8
ENSGALG00010021456,1,,ENSG00000111704,NANOG
ENSGALG00010021457,1,USB1,ENSG00000103005,USB1
ENSGALG00010021458,1,USP30,ENSG00000135093,USP30
ENSGALG00010021459,1,ARHGEF16,ENSG00000130762,ARHGEF16
ENSGALG00010021460,1,,,
ENSGALG00010021461,1,SNX33,ENSG00000173548,SNX33
ENSGALG00010021462,1,SETD5,ENSG00000168137,SETD5
ENSGALG00010021463,1,,,
ENSGALG00010021464,1,,,
ENSGALG00010021465,1,ABCB6,ENSG00000115657,ABCB6
ENSGALG00010021466,1,HES4,ENSG00000188290,HES4
ENSGALG00010021467,1,LHFPL4,ENSG00000156959,LHFPL4
ENSGALG00010021468,1,,,
ENSGALG00010021469,1,CSPG4,ENSG00000173546,CSPG4
ENSGALG00010021470,1,,,
ENSGALG00010021471,1,NANOG,ENSG00000255192,NANOGP8
ENSGALG00010021471,1,NANOG,ENSG00000111704,NANOG
ENSGALG00010021472,1,,,
ENSGALG00010021473,1,SLC8A3,ENSG00000100678,SLC8A3
ENSGALG00010021474,1,PPFIBP2,ENSG00000166387,PPFIBP2
ENSGALG00010021475,1,,,
ENSGALG00010021476,1,ALKBH2,ENSG00000189046,ALKBH2
ENSGALG00010021477,1,ZFAND2B,ENSG00000158552,ZFAND2B
ENSGALG00010021478,1,SLC13A3,ENSG00000158296,SLC13A3
ENSGALG00010021479,1,SKAP1,ENSG00000141293,SKAP1
ENSGALG00010021480,1,FAM134A,,
ENSGALG00010021481,1,MICU1,ENSG00000107745,MICU1
ENSGALG00010021482,1,TRPV6,ENSG00000165125,TRPV6
ENSGALG00010021483,1,UNG,ENSG00000076248,UNG
ENSGALG00010021484,1,MARCHF5,ENSG00000198060,MARCHF5
ENSGALG00010021485,1,SMOC1,ENSG00000198732,SMOC1
ENSGALG00010021486,1,,,
ENSGALG00010021487,1,KLHL17,ENSG00000187961,KLHL17
ENSGALG00010021488,1,HYI,ENSG00000178922,HYI
ENSGALG00010021489,1,CNPPD1,ENSG00000115649,CNPPD1
ENSGALG00010021490,1,ACACB,ENSG00000076555,ACACB
ENSGALG00010021491,1,SLC10A1,ENSG00000100652,SLC10A1
ENSGALG00010021492,1,PARP6,ENSG00000137817,PARP6
ENSGALG00010021493,1,UNC93B1,ENSG00000110057,UNC93B1
ENSGALG00010021494,1,SLC2A10,ENSG00000197496,SLC2A10
ENSGALG00010021495,1,,,
ENSGALG00010021496,1,MTMR14,ENSG00000163719,MTMR14
ENSGALG00010021497,1,PDC,ENSG00000116703,PDC
ENSGALG00010021498,1,B3GALT6,ENSG00000176022,B3GALT6
ENSGALG00010021499,1,,,
ENSGALG00010021500,1,FOXN4,ENSG00000139445,FOXN4
ENSGALG00010021501,1,SLC23A3,ENSG00000213901,SLC23A3
ENSGALG00010021502,1,DNAJB12,ENSG00000148719,DNAJB12
ENSGALG00010021503,1,KCNS1,ENSG00000124134,KCNS1
ENSGALG00010021504,1,ODR4,ENSG00000157181,ODR4
ENSGALG00010021505,1,IHH,ENSG00000163501,IHH
ENSGALG00010021506,1,MAX,ENSG00000125952,MAX
ENSGALG00010021507,1,,,
ENSGALG00010021508,1,,,
ENSGALG00010021509,1,DDIT4,ENSG00000168209,DDIT4
ENSGALG00010021510,1,NTSR1,ENSG00000101188,NTSR1
ENSGALG00010021511,1,,,
ENSGALG00010021512,1,CPNE9,ENSG00000144550,CPNE9
ENSGALG00010021513,1,SDF4,ENSG00000078808,SDF4
ENSGALG00010021514,1,TPR,ENSG00000047410,TPR
ENSGALG00010021515,1,FGF23,ENSG00000118972,FGF23
ENSGALG00010021516,1,SRSF5,ENSG00000100650,SRSF5
ENSGALG00010021517,1,,,
ENSGALG00010021518,1,CPEB3,ENSG00000107864,CPEB3
ENSGALG00010021519,1,FNTB,ENSG00000257365,FNTB
ENSGALG00010021520,1,,,
ENSGALG00010021521,1,TNFRSF4,ENSG00000173535,TNFRSF10C
ENSGALG00010021521,1,TNFRSF4,ENSG00000120889,TNFRSF10B
ENSGALG00010021521,1,TNFRSF4,ENSG00000173530,TNFRSF10D
ENSGALG00010021522,1,,,
ENSGALG00010021523,1,CELF6,ENSG00000140488,CELF6
ENSGALG00010021524,1,,,
ENSGALG00010021525,1,PRG4,ENSG00000116690,PRG4
ENSGALG00010021526,1,KCNJ12,ENSG00000260458,KCNJ18
ENSGALG00010021526,1,KCNJ12,ENSG00000184185,KCNJ12
ENSGALG00010021527,1,,,
ENSGALG00010021528,1,BRPF1,ENSG00000156983,BRPF1
ENSGALG00010021529,1,BTAF1,ENSG00000095564,BTAF1
ENSGALG00010021530,1,MLF2,ENSG00000089693,MLF2
ENSGALG00010021531,1,RAB15,ENSG00000139998,RAB15
ENSGALG00010021532,1,DPP10,ENSG00000175497,DPP10
ENSGALG00010021533,1,SSX2IP,ENSG00000117155,SSX2IP
ENSGALG00010021534,1,KIFC2,ENSG00000140859,KIFC3
ENSGALG00010021535,1,SUSD6,ENSG00000100647,SUSD6
ENSGALG00010021536,1,,,
ENSGALG00010021537,1,GPX2,ENSG00000176153,GPX2
ENSGALG00010021538,1,TNFRSF18,ENSG00000173535,TNFRSF10C
ENSGALG00010021538,1,TNFRSF18,ENSG00000120889,TNFRSF10B
ENSGALG00010021538,1,TNFRSF18,ENSG00000173530,TNFRSF10D
ENSGALG00010021538,1,TNFRSF18,ENSG00000186891,TNFRSF18
ENSGALG00010021539,1,HEXA,ENSG00000213614,HEXA
ENSGALG00010021540,1,STK4,ENSG00000101109,STK4
ENSGALG00010021541,1,CYP27A1,ENSG00000135929,CYP27A1
ENSGALG00010021542,1,,,
ENSGALG00010021543,1,PLEKHD1,ENSG00000175985,PLEKHD1
ENSGALG00010021544,1,,,
ENSGALG00010021545,1,CYB5R2,ENSG00000166394,CYB5R2
ENSGALG00010021546,1,OGG1,ENSG00000114026,OGG1
ENSGALG00010021547,1,,,
ENSGALG00010021548,1,,,
ENSGALG00010021549,1,ANAPC16,ENSG00000166295,ANAPC16
ENSGALG00010021550,1,MAP2K3,ENSG00000034152,MAP2K3
ENSGALG00010021551,1,,,
ENSGALG00010021552,1,,ENSG00000130940,CASZ1
ENSGALG00010021553,1,SLC39A9,ENSG00000029364,SLC39A9
ENSGALG00010021554,1,SNX11,ENSG00000002919,SNX11
ENSGALG00010021555,1,,,
ENSGALG00010021556,1,CAMK1,ENSG00000134072,CAMK1
ENSGALG00010021557,1,,,
ENSGALG00010021558,1,CHURC1,ENSG00000258289,CHURC1
ENSGALG00010021559,1,MYO1H,ENSG00000174527,MYO1H
ENSGALG00010021560,1,,,
ENSGALG00010021561,1,TGIF2,ENSG00000118707,TGIF2
ENSGALG00010021562,1,LRP6,ENSG00000070018,LRP6
ENSGALG00010021563,1,,,
ENSGALG00010021564,1,PRKAG3,ENSG00000115592,PRKAG3
ENSGALG00010021565,1,CBX1,ENSG00000108468,CBX1
ENSGALG00010021566,1,DUSP11RC1I,ENSG00000144048,DUSP11
ENSGALG00010021567,1,,,
ENSGALG00010021568,1,TADA3,ENSG00000171148,TADA3
ENSGALG00010021569,1,,,
ENSGALG00010021570,1,KATNB1,ENSG00000140854,KATNB1
ENSGALG00010021571,1,,,
ENSGALG00010021572,1,MYL9,ENSG00000101335,MYL9
ENSGALG00010021573,1,NATD1,ENSG00000274180,NATD1
ENSGALG00010021574,1,TTLL4,ENSG00000135912,TTLL4
ENSGALG00010021575,1,ADGRL2,ENSG00000117114,ADGRL2
ENSGALG00010021576,1,ERH,ENSG00000100632,ERH
ENSGALG00010021577,1,ARIH1,ENSG00000166233,ARIH1
ENSGALG00010021578,1,ARHGEF7L,,
ENSGALG00010021579,1,C20H20ORF24,ENSG00000101084,RAB5IF
ENSGALG00010021580,1,KCTD10,ENSG00000110906,KCTD10
ENSGALG00010021581,1,,,
ENSGALG00010021582,1,STK36,ENSG00000163482,STK36
ENSGALG00010021583,1,NFE2L1,ENSG00000082641,NFE2L1
ENSGALG00010021584,1,OVCH1,ENSG00000183378,OVCH2
ENSGALG00010021585,1,,,
ENSGALG00010021586,1,BBS4,ENSG00000140463,BBS4
ENSGALG00010021587,1,,,
ENSGALG00010021588,1,RNF25,ENSG00000163481,RNF25
ENSGALG00010021589,1,gga-mir-4732,,
ENSGALG00010021590,1,gga-mir-1598,,
ENSGALG00010021591,1,gga-mir-6640,,
ENSGALG00010021592,1,gga-mir-1649,,
ENSGALG00010021593,1,DCAF7,ENSG00000136485,DCAF7
ENSGALG00010021594,1,ADPGK,ENSG00000159322,ADPGK
ENSGALG00010021595,1,UBE3B,ENSG00000151148,UBE3B
ENSGALG00010021596,1,gga-mir-12259,,
ENSGALG00010021597,1,GGT7,ENSG00000131067,GGT7
ENSGALG00010021598,1,gga-mir-6580,,
ENSGALG00010021599,1,ARPC4,ENSG00000241553,ARPC4
ENSGALG00010021600,1,FMN1,ENSG00000248905,FMN1
ENSGALG00010021601,1,LPAR5,ENSG00000184574,LPAR5
ENSGALG00010021602,1,PLEKHG4,ENSG00000196155,PLEKHG4
ENSGALG00010021603,1,,ENSG00000214021,TTLL3
ENSGALG00010021604,1,SPTB,ENSG00000070182,SPTB
ENSGALG00010021605,1,MAP3K3,ENSG00000198909,MAP3K3
ENSGALG00010021606,1,RNF8,ENSG00000112130,RNF8
ENSGALG00010021607,1,SLC9A5,ENSG00000135740,SLC9A5
ENSGALG00010021608,1,,,
ENSGALG00010021609,1,CASZ1,ENSG00000130940,CASZ1
ENSGALG00010021610,1,TMEM11,ENSG00000178307,TMEM11
ENSGALG00010021611,1,GREM1,ENSG00000166923,GREM1
ENSGALG00010021612,1,BCS1L,ENSG00000074582,BCS1L
ENSGALG00010021613,1,ADGRL4,ENSG00000162618,ADGRL4
ENSGALG00010021614,1,ACRBP,ENSG00000111644,ACRBP
ENSGALG00010021615,1,TATDN3,ENSG00000162769,FLVCR1
ENSGALG00010021616,1,,ENSG00000214021,TTLL3
ENSGALG00010021617,1,SORBS1,ENSG00000095637,SORBS1
ENSGALG00010021618,1,NEO1,ENSG00000067141,NEO1
ENSGALG00010021619,1,FHOD1,ENSG00000135723,FHOD1
ENSGALG00010021620,1,TTLL10,ENSG00000162571,TTLL10
ENSGALG00010021621,1,ZNF518A,ENSG00000177853,ZNF518A
ENSGALG00010021622,1,PTHLH,ENSG00000087494,PTHLH
ENSGALG00010021623,1,FAR1,ENSG00000197601,FAR1
ENSGALG00010021624,1,HSD11B2,ENSG00000176387,HSD11B2
ENSGALG00010021625,1,HCN4,ENSG00000138622,HCN4
ENSGALG00010021626,1,ZNF142,ENSG00000115568,ZNF142
ENSGALG00010021627,1,NCOA6,ENSG00000198646,NCOA6
ENSGALG00010021628,1,REC114,ENSG00000183324,REC114
ENSGALG00010021629,1,DHRS7B,ENSG00000109016,DHRS7B
ENSGALG00010021630,1,VTG1,,
ENSGALG00010021631,1,,,
ENSGALG00010021632,1,LIMD2,ENSG00000136490,LIMD2
ENSGALG00010021633,1,CCNJ,ENSG00000107443,CCNJ
ENSGALG00010021634,1,PLCD4,ENSG00000115556,PLCD4
ENSGALG00010021635,1,FOXJ3,ENSG00000065970,FOXJ2
ENSGALG00010021636,1,C1orf159,ENSG00000131591,C1orf159
ENSGALG00010021637,1,ATP6V0D1,ENSG00000159720,ATP6V0D1
ENSGALG00010021638,1,SRC,ENSG00000197122,SRC
ENSGALG00010021639,1,SCG5,ENSG00000166922,SCG5
ENSGALG00010021640,1,PLEKHG3,ENSG00000126822,PLEKHG3
ENSGALG00010021641,1,AGRP,ENSG00000159723,AGRP
ENSGALG00010021642,1,NPTN,ENSG00000156642,NPTN
ENSGALG00010021643,1,TOMM34,,
ENSGALG00010021644,1,TARDBP,ENSG00000120948,TARDBP
ENSGALG00010021645,1,ASCC1,ENSG00000138303,ASCC1
ENSGALG00010021646,1,RPUSD3,ENSG00000156990,RPUSD3
ENSGALG00010021647,1,ARHGAP11B,ENSG00000198826,ARHGAP11A
ENSGALG00010021647,1,ARHGAP11B,ENSG00000285077,ARHGAP11B
ENSGALG00010021648,1,BRE,ENSG00000158019,BABAM2
ENSGALG00010021649,1,PXN,ENSG00000089159,PXN
ENSGALG00010021650,1,CD276,ENSG00000103855,CD276
ENSGALG00010021651,1,RNF113B,ENSG00000139797,RNF113B
ENSGALG00010021651,1,RNF113B,ENSG00000125352,RNF113A
ENSGALG00010021652,1,BORCS5,ENSG00000165714,BORCS5
ENSGALG00010021653,1,PTH,ENSG00000152266,PTH
ENSGALG00010021654,1,ZP3L2,ENSG00000146707,POMZP3
ENSGALG00010021654,1,ZP3L2,ENSG00000188372,ZP3
ENSGALG00010021655,1,USP22,ENSG00000124422,USP22
ENSGALG00010021656,1,SETD6,,
ENSGALG00010021657,1,JAGN1,ENSG00000171135,JAGN1
ENSGALG00010021658,1,STRADA,ENSG00000266173,STRADA
ENSGALG00010021659,1,SPOCK2,ENSG00000107742,SPOCK2
ENSGALG00010021660,1,RNF223,ENSG00000237330,RNF223
ENSGALG00010021661,1,DUSP16,ENSG00000111266,DUSP16
ENSGALG00010021662,1,RASGRP1,ENSG00000172575,RASGRP1
ENSGALG00010021663,1,CNOT9,ENSG00000144580,CNOT9
ENSGALG00010021664,1,TYSND1,ENSG00000156521,TYSND1
ENSGALG00010021665,1,CNOT1,ENSG00000125107,CNOT1
ENSGALG00010021666,1,CCDC47,ENSG00000108588,CCDC47
ENSGALG00010021667,1,TBX15,ENSG00000092607,TBX15
ENSGALG00010021668,1,PYGO1,ENSG00000171016,PYGO1
ENSGALG00010021669,1,SAR1A,,
ENSGALG00010021670,1,BLCAP,ENSG00000166619,BLCAP
ENSGALG00010021671,1,TNFRSF13B,ENSG00000240505,TNFRSF13B
ENSGALG00010021672,1,DNTT,ENSG00000107447,DNTT
ENSGALG00010021673,1,GLP1R,ENSG00000112164,GLP1R
ENSGALG00010021674,1,ING4,ENSG00000111653,ING4
ENSGALG00010021675,1,DDX42,ENSG00000198231,DDX42
ENSGALG00010021676,1,TP53INP2,ENSG00000078804,TP53INP2
ENSGALG00010021677,1,FAM98B,ENSG00000171262,FAM98B
ENSGALG00010021678,1,DNAAF4,ENSG00000256061,DNAAF4
ENSGALG00010021679,1,MASP2,ENSG00000009724,MASP2
ENSGALG00010021680,1,PIGT,ENSG00000124155,PIGT
ENSGALG00010021681,1,BTBD10,ENSG00000148925,BTBD10
ENSGALG00010021682,1,MYL4,ENSG00000198336,MYL4
ENSGALG00010021683,1,HFM1,ENSG00000162669,HFM1
ENSGALG00010021684,1,BIN1,ENSG00000136717,BIN1
ENSGALG00010021685,1,DBNDD2,ENSG00000244274,DBNDD2
ENSGALG00010021686,1,CCPG1,ENSG00000260916,CCPG1
ENSGALG00010021687,1,ZNF384,ENSG00000126746,ZNF384
ENSGALG00010021688,1,ITPR1,ENSG00000150995,ITPR1
ENSGALG00010021689,1,MPRIP,ENSG00000133030,MPRIP
ENSGALG00010021690,1,,,
ENSGALG00010021691,1,PIGB,ENSG00000069943,PIGB
ENSGALG00010021692,1,DRC7,ENSG00000159625,DRC7
ENSGALG00010021693,1,PPA1,ENSG00000180817,PPA1
ENSGALG00010021694,1,TP53TG5,,
ENSGALG00010021695,1,FNBP4,ENSG00000109920,FNBP4
ENSGALG00010021696,1,FBXO47,ENSG00000204952,FBXO47
ENSGALG00010021697,1,PIANP,ENSG00000139200,PIANP
ENSGALG00010021698,1,GYPC,ENSG00000136732,GYPC
ENSGALG00010021699,1,SYS1,ENSG00000204070,SYS1
ENSGALG00010021700,1,FLCN,ENSG00000154803,FLCN
ENSGALG00010021701,1,DR1,ENSG00000117505,DR1
ENSGALG00010021702,1,PLD6,ENSG00000179598,PLD6
ENSGALG00010021703,1,CD82,ENSG00000085117,CD82
ENSGALG00010021704,1,COPS7A,ENSG00000111652,COPS7A
ENSGALG00010021705,1,CCDC18,ENSG00000122483,CCDC18
ENSGALG00010021706,1,,,
ENSGALG00010021707,1,DLX2,ENSG00000115844,DLX2
ENSGALG00010021708,1,CNTNAP5,ENSG00000155052,CNTNAP5
ENSGALG00010021709,1,DLX1,ENSG00000144355,DLX1
ENSGALG00010021710,1,KEL,,
ENSGALG00010021711,1,,,
ENSGALG00010021712,1,,,
ENSGALG00010021713,1,RAB27A,ENSG00000069974,RAB27A
ENSGALG00010021714,1,TSPAN18,ENSG00000157570,TSPAN18
ENSGALG00010021715,1,MMAB,ENSG00000139428,MMAB
ENSGALG00010021716,1,TFCP2L1,ENSG00000115112,TFCP2L1
ENSGALG00010021717,1,SDC4,ENSG00000124145,SDC4
ENSGALG00010021718,1,SST7,,
ENSGALG00010021719,1,BHLHE40,ENSG00000134107,BHLHE40
ENSGALG00010021720,1,CACNB1,ENSG00000067191,CACNB1
ENSGALG00010021721,1,TP53I11,ENSG00000175274,TP53I11
ENSGALG00010021722,1,AARS1,ENSG00000090861,AARS1
ENSGALG00010021723,1,COPS3,ENSG00000141030,COPS3
ENSGALG00010021724,1,NPFFR1,ENSG00000148734,NPFFR1
ENSGALG00010021725,1,SH2D6,ENSG00000095585,BLNK
ENSGALG00010021726,1,ARNTL,ENSG00000133794,BMAL1
ENSGALG00010021727,1,MVK,ENSG00000110921,MVK
ENSGALG00010021728,1,TMED5,ENSG00000117500,TMED5
ENSGALG00010021729,1,RBPJL,ENSG00000124232,RBPJL
ENSGALG00010021730,1,ARL8B,ENSG00000134108,ARL8B
ENSGALG00010021731,1,SRM,ENSG00000116649,SRM
ENSGALG00010021732,1,CASR,ENSG00000036828,CASR
ENSGALG00010021733,1,,,
ENSGALG00010021734,1,PARD3B,ENSG00000116117,PARD3B
ENSGALG00010021735,1,PIGBOS1,,
ENSGALG00010021736,1,EDEM1,ENSG00000134109,EDEM1
ENSGALG00010021737,1,AGBL2,ENSG00000165923,AGBL2
ENSGALG00010021738,1,PRDM11,ENSG00000019485,PRDM11
ENSGALG00010021739,1,EXOSC10,ENSG00000171824,EXOSC10
ENSGALG00010021740,1,PDLIM1,ENSG00000107438,PDLIM1
ENSGALG00010021741,1,RPL19,ENSG00000108298,RPL19
ENSGALG00010021742,1,MATN4,ENSG00000124159,MATN4
ENSGALG00010021743,1,SYT13,ENSG00000019505,SYT13
ENSGALG00010021744,1,LITAF,ENSG00000189067,LITAF
ENSGALG00010021745,1,RSL24D1,ENSG00000137876,RSL24D1
ENSGALG00010021746,1,MTOR,ENSG00000198793,MTOR
ENSGALG00010021747,1,AKTIP,ENSG00000166971,AKTIP
ENSGALG00010021748,1,CDCA7,ENSG00000144354,CDCA7
ENSGALG00010021749,1,CLASP1,ENSG00000074054,CLASP1
ENSGALG00010021750,1,HELLS,ENSG00000119969,HELLS
ENSGALG00010021751,1,MTCH2,ENSG00000109919,MTCH2
ENSGALG00010021752,1,CSTB,ENSG00000160213,CSTB
ENSGALG00010021753,1,MTF2,ENSG00000143033,MTF2
ENSGALG00010021754,1,SLC17A9,ENSG00000101194,SLC17A9
ENSGALG00010021755,1,MAP3K20,,
ENSGALG00010021756,1,USP42,ENSG00000106346,USP42
ENSGALG00010021757,1,ZP4,ENSG00000116996,ZP4
ENSGALG00010021758,1,RASSF10,ENSG00000189431,RASSF10
ENSGALG00010021759,1,NIFK,ENSG00000155438,NIFK
ENSGALG00010021760,1,CSTA,ENSG00000121552,CSTA
ENSGALG00010021761,1,MAFB,ENSG00000204103,MAFB
ENSGALG00010021762,1,LAMB2,ENSG00000172037,LAMB2
ENSGALG00010021763,1,RP11-400G3.5,,
ENSGALG00010021764,1,FAM222A,ENSG00000139438,FAM222A
ENSGALG00010021765,1,EIF2AK1,ENSG00000086232,EIF2AK1
ENSGALG00010021766,1,AGRN,ENSG00000188157,AGRN
ENSGALG00010021767,1,CCDC58,ENSG00000160124,MIX23
ENSGALG00010021768,1,FAM69A,ENSG00000154511,DIPK1A
ENSGALG00010021769,1,TCHP,,
ENSGALG00010021770,1,RALGAPB,ENSG00000170471,RALGAPB
ENSGALG00010021771,1,ANKRD61,ENSG00000157999,ANKRD61
ENSGALG00010021772,1,TSN,ENSG00000211460,TSN
ENSGALG00010021773,1,,ENSG00000125430,HS3ST3B1
ENSGALG00010021774,1,FBXL20,ENSG00000108306,FBXL20
ENSGALG00010021775,1,CCDC36,ENSG00000173421,IHO1
ENSGALG00010021776,1,PMS2,ENSG00000122512,PMS2
ENSGALG00010021777,1,ASTL,,
ENSGALG00010021778,1,RBL2,ENSG00000103479,RBL2
ENSGALG00010021779,1,UNC13C,ENSG00000137766,UNC13C
ENSGALG00010021780,1,,,
ENSGALG00010021781,1,RAPGEF4,ENSG00000091428,RAPGEF4
ENSGALG00010021782,1,ADAM11,ENSG00000073670,ADAM11
ENSGALG00010021783,1,GIT2,ENSG00000139436,GIT2
ENSGALG00010021784,1,ANGPTL7,ENSG00000171819,ANGPTL7
ENSGALG00010021785,1,CCDC71,ENSG00000177352,CCDC71
ENSGALG00010021786,1,FAM162A,ENSG00000114023,FAM162A
ENSGALG00010021787,1,VENTX,,
ENSGALG00010021788,1,RPL5,ENSG00000122406,RPL5
ENSGALG00010021789,1,CHD9,ENSG00000177200,CHD9
ENSGALG00010021790,1,PHF21A,ENSG00000135365,PHF21A
ENSGALG00010021791,1,PLEKHM2,ENSG00000116786,PLEKHM2
ENSGALG00010021792,1,KLHDC8B,ENSG00000185909,KLHDC8B
ENSGALG00010021793,1,ARHGEF1,,
ENSGALG00010021794,1,RSPH10B,ENSG00000169402,RSPH10B2
ENSGALG00010021794,1,RSPH10B,ENSG00000155026,RSPH10B
ENSGALG00010021795,1,NDRG3,ENSG00000101079,NDRG3
ENSGALG00010021796,1,VENTX,ENSG00000151650,VENTX
ENSGALG00010021797,1,SLC25A34,ENSG00000162461,SLC25A34
ENSGALG00010021798,1,RANBP10,ENSG00000141084,RANBP10
ENSGALG00010021799,1,,,
ENSGALG00010021800,1,TMEM82,ENSG00000162460,TMEM82
ENSGALG00010021801,1,VAMP1,ENSG00000139190,VAMP1
ENSGALG00010021802,1,,,
ENSGALG00010021803,1,TLL2,ENSG00000095587,TLL2
ENSGALG00010021804,1,,,
ENSGALG00010021805,1,FUT8,ENSG00000033170,FUT8
ENSGALG00010021806,1,,,
ENSGALG00010021807,1,CDC42,ENSG00000070831,CDC42
ENSGALG00010021808,1,,,
ENSGALG00010021809,1,,,
ENSGALG00010021810,1,ANKRD13A,ENSG00000076513,ANKRD13A
ENSGALG00010021811,1,,,
ENSGALG00010021812,1,TEAD1,ENSG00000187079,TEAD1
ENSGALG00010021813,1,WDR72,ENSG00000166415,WDR72
ENSGALG00010021814,1,,,
ENSGALG00010021815,1,,,
ENSGALG00010021816,1,,,
ENSGALG00010021817,1,EVI5,ENSG00000067208,EVI5
ENSGALG00010021818,1,,,
ENSGALG00010021819,1,,,
ENSGALG00010021820,1,,,
ENSGALG00010021821,1,PPP1R19L,,
ENSGALG00010021822,1,,,
ENSGALG00010021823,1,,,
ENSGALG00010021824,1,,,
ENSGALG00010021825,1,ONECUT1,ENSG00000169856,ONECUT1
ENSGALG00010021826,1,FBXO40,ENSG00000163833,FBXO40
ENSGALG00010021827,1,CCZ1,ENSG00000122674,CCZ1
ENSGALG00010021827,1,CCZ1,ENSG00000146574,CCZ1B
ENSGALG00010021828,1,,,
ENSGALG00010021829,1,ERCC6,ENSG00000225830,ERCC6
ENSGALG00010021830,1,,,
ENSGALG00010021831,1,TSNAXIP1,,
ENSGALG00010021832,1,,ENSG00000196975,ANXA4
ENSGALG00010021833,1,,,
ENSGALG00010021834,1,,,
ENSGALG00010021835,1,NUDT8,ENSG00000167799,NUDT8
ENSGALG00010021836,1,,,
ENSGALG00010021837,1,,ENSG00000196975,ANXA4
ENSGALG00010021838,1,,,
ENSGALG00010021839,1,C1orf50,ENSG00000164008,C1orf50
ENSGALG00010021840,1,,ENSG00000196975,ANXA4
ENSGALG00010021841,1,CENPT,ENSG00000102901,CENPT
ENSGALG00010021842,1,KNDC1,ENSG00000171798,KNDC1
ENSGALG00010021843,1,DDEFL1,,
ENSGALG00010021844,1,,,
ENSGALG00010021845,1,,,
ENSGALG00010021846,1,,,
ENSGALG00010021847,1,P3H1,ENSG00000117385,P3H1
ENSGALG00010021848,1,LARGE2,ENSG00000165905,LARGE2
ENSGALG00010021849,1,,,
ENSGALG00010021850,1,,,
ENSGALG00010021851,1,,,
ENSGALG00010021852,1,,,
ENSGALG00010021853,1,,,
ENSGALG00010021854,1,TAPBPL,ENSG00000139192,TAPBPL
ENSGALG00010021855,1,,,
ENSGALG00010021856,1,,,
ENSGALG00010021857,1,,,
ENSGALG00010021858,1,,,
ENSGALG00010021859,1,,,
ENSGALG00010021860,1,SLA2,ENSG00000101082,SLA2
ENSGALG00010021861,1,,,
ENSGALG00010021862,1,PDK1,ENSG00000152256,PDK1
ENSGALG00010021863,1,CLDN19,ENSG00000164007,CLDN19
